日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶),備註
20130529,93.07,100.64,102.4,
20130528,95.01,100.38,104.07,
20130527,93.87,99.43,101.91,
20130524,93.87,98.68,101.91,
20130523,94.12,98.68,101.48,
20130522,94.08,100.39,102.42,
20130521,96.03,101.41,103.47,
20130520,96.76,101.56,104.7,
20130517,96,100.86,104.35,
20130516,95.09,100.08,104.07,
20130515,94.26,99.24,102.67,
20130514,94.17,100,102.63,
20130513,95.09,100.3,102.52,
20130510,95.98,101.43,102.57,
20130509,96.11,101.25,103.96,
20130508,96.55,101.69,104,
20130507,95.64,102.13,104.95,
20130506,96.03,101.96,104.43,
20130503,95.53,99.82,104.43,
20130502,93.95,97.87,101.56,
20130501,91.03,101.28,99.17,
20130430,93.36,101.28,101.92,
20130429,94.38,101.11,103.32,
20130426,92.92,101.07,102.77,
20130425,93.26,100.18,102.47,
20130424,91.29,99.59,101.13,
20130423,89.09,98.16,99.7,
20130422,88.94,98.31,99.99,
20130419,87.95,98.09,99.17,
20130418,88.01,96.71,98.59,
20130417,86.74,98.1,97.25,
20130416,88.66,97.81,98.9,
20130415,88.58,99.28,99.83,
20130412,91.22,101.64,101.9,
20130411,93.38,103.04,104.59,
20130410,94.54,103.73,105.21,
20130409,94.2,103.06,105.1,
20130408,93.37,103.13,103.88,
20130405,92.76,104.19,104.02,
20130404,93.21,105.14,105.74,
20130403,94.44,107.96,107.45,
20130402,97.08,108.41,110.1,
20130401,97.09,107.21,109.29,
20130328,97.13,107.07,108.69,
20130327,96.53,106.23,108.85,
20130326,96.32,105.15,108.14,
20130325,94.63,105.06,107.24,
20130322,93.53,104.13,106.93,
20130321,92.26,105.09,107.08,
20130320,93.04,104.78,107.9,
20130319,92.2,105.86,107.53,
20130318,93.81,105.04,109.06,
20130315,93.46,105.07,109.55,
20130314,92.99,104.57,108.68,
20130313,92.38,105.48,107.97,
20130312,92.52,105.49,109.16,
20130311,92.02,106.44,109.59,
20130308,91.87,106.56,109.89,
20130307,91.56,106.21,111.15,
20130306,90.43,106.84,111.06,
20130305,90.82,105.66,111.61,
20130304,90.12,104.81,110.09,
20130301,90.79,105.63,110.29,
20130228,91.93,106.76,110.7,
20130227,92.76,108.42,111.87,
20130226,92.59,108.8,112.92,
20130225,93,109.83,114.69,
20130222,93.06,109.53,113.9,
20130221,92.78,109.79,113.97,
20130220,94.48,112.25,115.86,
20130219,96.6,111.99,117.38,
20130218,95.88,113.04,117.5,
20130215,95.88,113.1,117.55,
20130214,97.33,113.28,118.15,
20130213,97.02,113.62,118.58,
20130212,97.49,112.64,118.34,
20130211,97.03,112.64,118.36,
20130208,95.73,112.64,118.94,
20130207,95.78,112.36,117.26,
20130206,96.65,111.6,116.77,
20130205,96.65,110.58,116.77,
20130204,96.27,111.67,116.08,
20130201,97.68,110.46,116.8,
20130131,97.45,110.8,115.63,
20130130,97.94,109.62,115.08,
20130129,97.47,108.68,114.73,
20130128,96.51,108.86,113.63,
20130125,95.69,109.13,113.54,
20130124,95.54,108.28,113.86,
20130123,95.05,108.09,113.26,
20130122,96.2,107.86,112.72,
20130121,95.42,107.95,112.21,
20130118,95.42,107.01,111.85,
20130117,95.42,106.47,111.11,
20130116,94.24,106.59,110.69,
20130115,93.35,107.44,111,
20130114,94.23,106.93,111.62,
20130111,93.61,107.81,110.46,
20130110,93.82,108.09,112.56,
20130109,93.12,108,112.31,
20130108,93.2,107.29,112.48,
20130107,93.27,106.66,112.04,
20130104,93.05,107.46,112.07,
20130103,92.83,107.72,112.97,
20130102,92.99,107.61,112.93,
20121231,91.75,107.81,110.6,
20121228,90.89,107.99,110.14,
20121227,90.98,108.08,110.35,
20121226,91.01,106.8,108.5,
20121224,88.5,106.06,108.5,
20121221,88.46,106.78,108.93,
20121220,89.86,106.58,110.33,
20121219,89.49,106.31,110.72,
20121218,87.97,105.78,109.53,
20121217,87.32,105.86,108.7,
20121214,86.75,105.1,109.12,
20121213,85.97,105.66,108.7,
20121212,85.79,104.85,109.64,
20121211,85.79,104.24,107.81,
20121210,85.63,104.59,107.83,
20121207,85.9,104.68,107.08,
20121206,86.26,106.06,107.19,
20121205,87.88,107.47,109.08,
20121204,88.5,107.89,109.98,
20121203,89.12,108.44,111.18,
20121130,88.88,108.98,110.9,
20121129,87.97,107.24,110.55,
20121128,86.55,108.22,108.92,
20121127,87.24,109.06,109.62,
20121126,87.81,109.41,110.46,
20121123,87.08,108.73,110.93,
20121122,87.08,108.74,110.29,
20121121,87.08,108.54,110.57,
20121120,86.7,109.51,109.89,
20121119,89.12,108.41,111.51,
20121116,86.63,107.23,108.54,
20121115,85.34,107.32,110.03,
20121114,86.29,105.89,109.08,
20121113,85.35,106.43,108.06,
20121112,85.63,106.43,109.73,
20121109,86.05,104.81,109.05,
20121108,85.09,104.75,107.28,
20121107,84.5,108.29,107.63,
20121106,88.52,105.13,110.25,
20121105,85.76,103.41,106.94,
20121102,84.85,106.03,106.22,
20121101,86.16,106.81,108.6,
20121031,86.16,106.91,109.2,
20121030,85.6,106.85,109.18,
20121029,85.48,106.42,109.41,
20121026,86.15,106.76,109.18,
20121025,85.85,106.76,107.98,
20121024,85.48,106.6,107.66,
20121023,86.48,107.11,107.79,
20121022,88.67,108.18,109.51,
20121019,90.07,110.21,110.86,
20121018,92.08,111.4,112.3,
20121017,92.02,112.03,113.4,
20121016,92.06,111.61,114.94,
20121015,91.88,110.78,115.31,
20121012,91.84,111.3,114.82,
20121011,92.22,111.16,115.85,
20121010,91.31,110.57,115.13,
20121009,92.34,108.98,114.51,
20121008,89.54,107.73,112.21,
20121005,89.86,109.1,112.13,
20121004,91.64,106.33,111.66,
20121003,88,108.28,108.74,
20121002,91.84,109.59,111.98,
20121001,92.52,109.35,112.29,
20120928,92.1,110.56,111.69,
20120927,91.97,108.09,111.64,
20120926,89.9,107.64,109.43,
20120925,91.07,108.61,110.46,
20120924,91.83,108.17,109.4,
20120921,92.77,108.18,111.29,
20120920,92.2,105.64,109.5,
20120919,91.89,110.79,108.29,
20120918,95.31,111.76,112.58,
20120917,96.54,114.76,115.2,
20120914,98.98,115.41,116.89,
20120913,98.18,113.69,116.41,
20120912,96.91,113.93,115.69,
20120911,97.08,113.11,115.07,
20120910,96.53,112.89,114.48,
20120907,96.35,111.84,113.97,
20120906,95.24,112.09,113.91,
20120905,95.41,111.64,113.13,
20120904,95.88,113.29,114.42,
20120903,97.04,111.79,115.61,
20120831,96.44,110.33,114.47,
20120830,94.69,110.24,112.72,
20120829,95.47,109.49,112.55,
20120828,96.37,110.02,112.59,
20120827,95.53,111.82,114.76,
20120824,95.86,111.54,114.76,
20120823,95.99,113.21,116.26,
20120822,97.14,111.59,115.38,
20120821,96.62,111.61,115.36,
20120820,95.97,111.03,114.47,
20120817,96.03,111.03,114.45,
20120816,95.45,111.23,116.43,
20120815,94.28,109.29,115.76,
20120814,93.41,109.32,113.9,
20120813,92.82,108.63,113.8,
20120810,92.98,108.22,112.94,
20120809,93.38,106.87,113.37,
20120808,93.31,106.87,112.97,
20120807,93.53,106.01,112.3,
20120806,92.2,104.54,109.76,
20120803,91.36,102.45,109.33,
20120802,87.14,101.73,106.76,
20120801,88.86,101.04,106.37,
20120731,87.82,101.9,105.35,
20120730,89.75,102.38,106.31,
20120727,90.18,102.06,106.27,
20120726,89.45,100.49,105.1,
20120725,88.86,100.28,103.41,
20120724,88.44,100.39,103.47,
20120723,88.03,99.62,103.61,
20120720,91.42,103.39,106.8,
20120719,92.53,102.71,107.79,
20120718,89.84,100.89,105.45,
20120717,89.1,100.86,104.02,
20120716,88.42,98.84,103.59,
20120713,87.17,97.68,102.38,
20120712,85.97,97.04,100.31,
20120711,85.93,96.44,99.69,
20120710,83.93,96.41,98.56,
20120709,85.87,96.76,100.2,
20120706,84.33,97.59,98.33,
20120705,87.07,97.96,101.24,
20120704,87.62,97.17,99.66,
20120703,87.62,95.29,100.56,
20120702,83.68,93.72,96.48,
20120629,84.86,92.89,96.13,
20120628,77.89,91.77,91.39,
20120627,80.25,91.24,92.96,
20120626,79.39,91.01,91.66,
20120625,79.16,89.81,89.87,
20120622,79.68,89.15,90.15,
20120621,78.21,90.67,89.18,
20120620,81.32,94.27,93.1,
20120619,84.11,93.85,95.48,
20120618,83.12,96.47,95.72,
20120615,84,96.66,97.29,
20120614,84.11,95.59,96.81,
20120613,82.54,93.84,97.22,
20120612,83.31,95.41,96.72,
20120611,82.47,98.66,98.05,
20120608,84.28,96.51,98.39,
20120607,84.56,97.49,99.92,
20120606,85.05,97.14,100.91,
20120605,84.19,95.99,98.43,
20120604,84.07,95.16,98.43,
20120601,83.27,98.43,98.43,
20120531,86.58,101.59,101.75,
20120530,87.63,103.39,103.49,
20120529,90.78,105.01,107.02,
20120528,90.74,104.71,107.45,
20120525,90.74,103.84,107.26,
20120524,90.51,102.24,106.96,
20120523,90.59,103.69,106.19,
20120522,91.48,105.5,109.18,
20120521,92.71,105.13,108.91,
20120518,91.63,104.48,107.66,
20120517,92.5,107.16,108.35,
20120516,92.79,107.76,111.38,
20120515,93.65,108.63,111.73,
20120514,94.66,107.94,111.22,
20120511,96,108.41,112.43,
20120510,96.98,109.38,112.71,
20120509,96.59,108.93,112.68,
20120508,97.15,108.97,112.49,
20120507,98.09,109.24,112.49,
20120504,98.53,112.92,112.49,
20120503,102.54,115.55,115.99,
20120502,105.21,116.59,117.86,
20120501,106.11,116.38,119.04,
20120430,104.88,116.38,119.04,
20120427,104.89,116.32,119.29,
20120426,104.58,115.82,119.58,
20120425,103.85,115.18,118.24,
20120424,103.34,114.41,117.81,
20120423,102.88,114.57,117.55,
20120420,103.39,115.45,118.26,
20120419,102.29,115.4,117.58,
20120418,102.67,115.58,116.55,
20120417,104.26,115.18,118,
20120416,103.07,116.23,118.3,
20120413,102.85,118.38,121.11,
20120412,103.65,117.56,121.06,
20120411,102.69,116.77,120.12,
20120410,101.08,119.17,120.58,
20120409,102.52,119.69,123.21,
20120406,103.26,120.74,123.21,
20120405,103.26,120.74,123.21,
20120404,101.72,122,122.63,
20120403,104.08,121.97,125.24,
20120402,105.36,119.97,125.09,
20120330,103.1,120.38,123.15,
20120329,102.84,121.57,122.78,
20120328,105.41,122.07,124.3,
20120327,107.31,123.16,125.32,
20120326,107.15,122.91,125.81,
20120323,106.68,122.18,125.04,
20120322,105.21,121.99,122.84,
20120321,107.03,123.09,123.94,
20120320,105.74,123.17,124.01,
20120319,108.12,123.94,125.76,
20120316,107.12,122.23,125.42,
20120315,105.17,123.64,123.67,
20120314,105.54,124.22,125.78,
20120313,106.81,124.21,126.93,
20120312,106.49,123.67,126.14,
20120309,107.37,123.62,126.74,
20120308,106.78,123.29,126.79,
20120307,106.29,120.75,124.48,
20120306,104.78,121.65,123.32,
20120305,106.83,121.09,125.19,
20120302,107.42,122.25,125.02,
20120301,109.36,119.64,126.28,
20120229,107.08,120.02,122.68,
20120228,106.62,121.81,122.96,
20120227,108.55,122.56,124.7,
20120224,109.58,121.57,125.21,
20120223,107.68,120.22,123.94,
20120222,106.1,119.42,123.45,
20120221,105.82,117.69,121.55,
20120220,103.37,117.98,120.86,
20120217,103.37,117.45,119.93,
20120216,102.29,116.23,120.61,
20120215,101.79,116.43,119.92,
20120214,100.84,115.25,118.47,
20120213,100.85,115.91,118.7,
20120210,98.78,115.22,117.7,
20120209,99.85,114.53,118.63,
20120208,98.84,113.85,116.95,
20120207,98.6,113.25,116.46,
20120206,97.1,111.7,115.97,
20120203,97.73,109.9,113.38,
20120202,96.52,109.67,111.78,
20120201,97.59,109.14,111.74,
20120131,98.48,109.59,110.63,
20120130,98.9,109.75,110.5,
20120127,99.6,109.14,110.91,
20120126,99.75,108.78,110.08,
20120125,99.39,108.29,109.17,
20120124,98.91,109.5,109.29,
20120123,99.7,109.5,110.03,
20120120,98.43,109.5,109.06,
20120119,100.32,109.47,110.46,
20120118,100.67,109.61,110.07,
20120117,100.69,110.29,110.75,
20120116,98.91,109.46,110.8,
20120113,98.91,109.84,110.14,
20120112,98.96,110.69,112.08,
20120111,100.88,110.95,112.14,
20120110,102.29,110.39,112.98,
20120109,101.33,110.5,111.7,
20120106,101.62,109.92,112.3,
20120105,102.53,110.23,113.26,
20120104,103.24,108.49,113.43,
20120103,103.08,105.91,111.69,
20120102,99.22,104.89,106.93,
20111230,99.22,104.89,106.93,
20111229,99.64,104.61,107.33,
20111228,99.42,105.77,107.48,
20111227,101.25,105.33,108.15,
20111226,99.61,105.48,108.15,
20111223,99.61,105.48,108.15,
20111222,99.42,105.27,108.43,
20111221,98.63,104.71,108,
20111220,97.23,102.25,107.3,
20111219,93.82,100.96,104.34,
20111216,93.77,101.98,103.94,
20111215,93.75,102.99,105.06,
20111214,97.39,106.57,105.49,
20111213,100,105.51,109.17,
20111212,97.9,105.87,107.54,
20111209,99.44,105.62,108.14,
20111208,99.34,107.97,108.12,
20111207,100.42,108.86,109.72,
20111206,101.26,107.31,110.49,
20111205,100.93,108.8,110.54,
20111202,100.51,107.56,109.63,
20111201,100.27,107.39,108.95,
20111130,100.06,108.26,110.76,
20111129,99.79,107.35,110.02,
20111128,97.43,107.18,109.16,
20111125,96.78,106.32,106.54,
20111124,96.78,106.8,107.55,
20111123,96.78,107.39,106.83,
20111122,97.71,106.67,108.38,
20111121,97.38,106.21,106.5,
20111118,97.55,107.67,107.65,
20111117,100.48,109.72,108.68,
20111116,102.37,110.59,112.1,
20111115,99.45,109.53,112.19,
20111114,98.19,110.7,112.38,
20111111,98.93,110.32,114.23,
20111110,97.8,108.48,113.56,
20111109,96.01,110.52,113.76,
20111108,96.83,111.26,115.41,
20111107,95.71,107,114.91,
20111104,94.3,107,112.06,
20111103,94.12,104.31,110.87,
20111102,92.58,106.24,110.08,
20111101,91.85,103.65,108.11,
20111031,93.08,105.8,108.76,
20111028,93.64,107.13,110.34,
20111027,93.96,106.97,111.93,
20111026,90.4,106.98,109.61,
20111025,92.26,106.98,111.53,
20111024,91.36,107.08,111.66,
20111021,86.74,105.56,110.78,
20111020,85.69,105.38,109.45,
20111019,86.1,105.53,110.08,
20111018,88.57,105.22,110.72,
20111017,86.42,107.37,111.57,
20111014,87,105.25,114.34,
20111013,86.51,103.94,110.98,
20111012,85.74,104.71,111.86,
20111011,85.88,102.23,110.48,
20111010,85.32,101.31,109.23,
20111007,82.97,100.35,106.28,
20111006,82.42,98.67,104.68,
20111005,79.56,97.08,103.08,
20111004,75.51,96.76,101.27,
20111003,77.5,97.41,103.1,
20110930,79.19,100.61,103.98,
20110929,82.16,101.68,105.67,
20110928,81.3,103.49,106.15,
20110927,84.37,102.61,108.23,
20110926,80.6,99.74,105.61,
20110923,79.93,103.18,106.45,
20110922,80.22,104.38,107.61,
20110921,85.75,107.11,113.09,
20110920,86.61,106.1,112.64,
20110919,85.71,107.83,111.19,
20110916,87.94,108.2,114.15,
20110915,89.33,105.4,116.38,
20110914,88.83,105.68,112.93,
20110913,90.1,106.32,113.06,
20110912,88.26,105.24,113.72,
20110909,87.28,109.15,113.88,
20110908,88.86,110.08,116.54,
20110907,89.29,108.73,116.85,
20110906,85.97,105.83,113.28,
20110905,86.53,106.77,111.93,
20110902,86.53,108.93,114.18,
20110901,88.98,109.34,115.85,
20110831,88.82,109.73,115.91,
20110830,88.88,106.85,111.81,
20110829,87.38,106.85,111.81,
20110826,85.37,105.98,111.81,
20110825,85.13,106.54,111.33,
20110824,85.09,104.73,111.15,
20110823,85.61,104.58,109.94,
20110822,84.34,101.96,108.63,
20110819,82.33,100.98,108.94,
20110818,82.02,105.04,107.66,
20110817,87.55,104.79,111.1,
20110816,86.61,103.42,109.88,
20110815,87.89,103.12,109.51,
20110812,85.38,102.28,108.06,
20110811,85.68,102.11,107.15,
20110810,82.48,100.03,105.32,
20110809,79.12,101.76,103.26,
20110808,81.45,101.76,104.61,
20110805,86.88,101.05,108.1,
20110804,86.72,107.23,108.71,
20110803,91.77,109.59,113.4,
20110802,93.77,109.98,116.37,
20110801,95.1,113.21,116.45,
20110729,95.78,111.1,116.23,
20110728,97.33,112.28,117.68,
20110727,97.38,112.27,117.72,
20110726,99.58,112.31,118.17,
20110725,99.1,112.09,118.09,
20110722,99.71,112.34,118.89,
20110721,99.09,111.5,118.39,
20110720,98.17,112.1,118.51,
20110719,97.65,111.07,117.74,
20110718,95.98,110.89,116.75,
20110715,97.3,109.8,117.78,
20110714,95.72,110.82,117.96,
20110713,97.92,111.55,119.23,
20110712,97.18,109.01,117.75,
20110711,95.11,110.32,117.1,
20110708,96.23,111.89,118.04,
20110707,98.56,108.47,118.1,
20110706,96.64,106.52,113.68,
20110705,96.86,105.1,113.55,
20110704,94.81,106.15,111.29,
20110701,94.81,105.57,111.74,
20110630,95.18,106.75,111.98,
20110629,94.81,104.74,111.74,
20110628,92.77,102.95,107.97,
20110627,90.63,101.07,105.14,
20110624,91,101.54,104.99,
20110623,91.26,106.14,107.69,
20110622,95.03,105.6,113.99,
20110621,93.28,106.87,111.53,
20110620,93.36,105.89,112.04,
20110617,93.01,105.43,113.36,
20110616,94.84,108.25,114.27,
20110615,94.88,111.8,117.85,
20110614,99.31,111.49,120.57,
20110613,97.26,111.41,120.01,
20110610,99.3,112.04,118.79,
20110609,101.85,111.18,119.61,
20110608,100.77,109.41,118.1,
20110607,99.22,108.22,116.59,
20110606,98.86,108.15,115.12,
20110603,100.3,108.21,115.6,
20110602,100.43,107.83,115,
20110601,100.27,110.13,115.47,
20110531,102.61,109.66,116.81,
20110530,100.58,108.16,114.78,
20110527,100.58,109.16,114.78,
20110526,100.18,108.65,115.02,
20110525,101.1,105.48,114.77,
20110524,99.35,105.49,112.52,
20110523,97.38,104.01,109.98,
20110520,99.46,106.21,111.69,
20110519,98.39,106.44,112.19,
20110518,99.95,105.44,112.51,
20110517,97.03,106.09,109.68,
20110516,97.3,106.09,113.28,
20110513,99.52,107.74,113.56,
20110512,98.84,105.11,112.98,
20110511,98.57,110.92,114.32,
20110510,103.86,109.25,117.78,
20110509,102.62,105.7,114.81,
20110506,97.45,100.48,111.39,
20110505,99.13,114.4,112.75,
20110504,109.22,114.44,121.4,
20110503,111.04,117.9,123.19,
20110502,113.54,118.35,125.76,
20110429,113.81,118.35,125.76,
20110428,112.85,119.23,125.76,
20110427,112.79,117.4,124.98,
20110426,112.18,117.04,124.38,
20110425,112.13,117.57,124.42,
20110422,112.01,117.31,124.51,
20110421,112.01,117.31,124.51,
20110420,111.15,115.6,124.05,
20110419,108,113.7,121.32,
20110418,107.26,115.88,121.76,
20110415,109.63,114.82,123.9,
20110414,108.28,115.71,122.8,
20110413,107.13,113.55,122.97,
20110412,106.13,116.22,121.17,
20110411,109.71,118.32,125.37,
20110408,112.6,116.86,126.51,
20110407,110.25,115.22,122.8,
20110406,108.75,115.05,122.87,
20110405,108.04,113.54,122.84,
20110404,108.55,112.7,120.91,
20110401,108,111.08,118.64,
20110331,106.74,109.4,117.14,
20110330,104.24,108.72,115.15,
20110329,104.4,107.92,115.41,
20110328,104.05,108.66,115.5,
20110325,105.28,109.41,115.59,
20110324,105.26,109.42,115.52,
20110323,105.48,109.65,115.57,
20110322,104.2,108.44,115.57,
20110321,102.4,108.75,115.08,
20110318,101.22,110.11,113.98,
20110317,101.45,106.1,114.49,
20110316,98.16,104.19,110.75,
20110315,97.39,105.82,109.83,
20110314,101.24,105.97,113.43,
20110311,100.98,108.3,113.88,
20110310,102.68,110.55,114.68,
20110309,104.26,108.45,115.59,
20110308,105.05,109.09,112.94,
20110307,105.54,111.18,115.55,
20110304,104.52,108.89,115.69,
20110303,101.88,109.82,114.63,
20110302,102.21,109.04,116.39,
20110301,99.65,106.44,114.33,
20110228,97.04,107.41,112.23,
20110225,97.42,107,111.95,
20110224,96.43,110.77,112.34,
20110223,97.28,104.33,110.73,
20110222,93.8,103.72,106.31,
20110221,86.18,100.36,105.02,
20110218,86.18,96.96,102.29,
20110217,86.33,99.56,103.05,
20110216,84.98,98.03,103.25,
20110215,84.33,99.29,102.1,
20110214,84.93,97.23,103.15,
20110211,85.49,97.94,100.75,
20110210,86.69,97.92,100.88,
20110209,86.76,96.83,101.03,
20110208,87.05,96.07,99.49,
20110207,87.51,96.06,99.33,
20110204,89.01,97.11,99.55,
20110203,90.6,97.11,101.63,
20110202,90.85,97.11,101.8,
20110201,90.19,95.71,101.1,
20110131,92.22,94.57,100.14,
20110128,89.29,93.44,98.41,
20110127,85.62,93.33,97.02,
20110126,87.4,91.8,96.99,
20110125,85.66,92.01,94.92,
20110124,87.25,93.21,96.78,
20110121,88.53,92.53,97.13,
20110120,88.75,93.17,96.29,
20110119,90.82,93.46,98.18,
20110118,91.34,93.29,97.81,
20110117,91.52,93.01,97.58,
20110114,91.52,93.23,98.46,
20110113,91.34,93.85,97.9,
20110112,91.78,94.23,97.95,
20110111,91.14,91.82,97.25,
20110110,89.34,90.32,95.42,
20110107,88.1,90.35,93.66,
20110106,89.38,92,94.78,
20110105,90.34,89.7,95.31,
20110104,89.34,91.59,93.62,
20110103,91.65,88.8,93.72,
20101231,91.4,88.8,93.72,
20101230,89.67,90.35,92.82,
20101229,91.07,90.56,94.06,
20101228,91.36,90.62,93.87,
20101227,90.99,91.58,93.87,
20101224,91.17,91.58,93.87,
20101223,91.17,90.39,93.92,
20101222,89.46,90.63,93.54,
20101221,89.46,90.31,93.16,
20101220,88.75,89.34,92.03,
20101217,87.73,89.6,91.54,
20101216,87.73,89.6,91.54,
20101215,88.51,88.26,91.86,
20101214,88.21,88.89,91.02,
20101213,88.59,88.74,91.34,
20101210,87.75,88.66,90.03,
20101209,88.4,88.8,90.49,
20101208,88.36,87.37,90.37,
20101207,88.68,88.27,91.14,
20101206,89.4,88.52,91.34,
20101203,89.24,87,91.21,
20101202,87.99,86.16,90.08,
20101201,86.71,84.07,88.08,
20101130,84.82,84.53,86.02,
20101129,85.68,83.99,86.76,
20101126,83.33,83.23,85.1,
20101125,83.33,83.3,85.84,
20101124,83.33,81.31,85.13,
20101123,81.11,81.34,82.79,
20101122,81.44,83.03,83.26,
20101119,81.47,82.94,83.78,
20101118,81.86,81.98,84.46,
20101117,80.39,83.88,83.45,
20101116,83.48,83.88,84.36,
20101115,84.97,84.43,86.14,
20101112,84.91,84.6,86.15,
20101111,87.79,86.57,88.42,
20101110,87.79,85.71,88.42,
20101109,86.62,85.41,88.11,
20101108,87.07,85.04,87.8,
20101105,86.86,84.7,87.53,
20101104,86.54,84.7,87.55,
20101103,84.75,82.9,85.82,
20101102,83.87,82.24,85.13,
20101101,82.9,80.53,84.47,
20101029,81.39,79.66,82.59,
20101028,82.13,80.23,83.31,
20101027,81.92,79.83,82.24,
20101026,82.55,79.96,83.17,
20101025,82.25,80.96,83.01,
20101022,81.46,79.06,82.54,
20101021,80.32,80.39,81.52,
20101020,81.78,78.95,82.56,
20101019,79.52,80.77,81.11,
20101018,83.16,78.65,83.36,
20101015,81.26,80.72,82.18,
20101014,82.59,81.58,84.03,
20101013,83.01,81.21,84.35,
20101012,81.67,79.79,83.17,
20101011,82.26,80.92,83.63,
20101008,82.68,79.58,83.96,
20101007,81.55,82,83.53,
20101006,83.24,81.58,85.11,
20101005,82.82,80.15,84.24,
20101004,81.57,80.09,83.54,
20101001,81.55,79.7,83.43,
20100930,79.95,77.24,81.62,
20100929,77.8,75.79,79.89,
20100928,76.15,74.67,78.94,
20100927,76.46,75.83,78.23,
20100924,75.1,75.07,78.7,
20100923,73.25,74.8,77.42,
20100922,72.95,75.38,77.53,
20100921,73.09,76.37,78.77,
20100920,74.86,75.43,79.48,
20100917,73.63,76.26,77.33,
20100916,74.59,76.25,78,
20100915,75.64,75.91,78.72,
20100914,76.7,75.89,79.17,
20100913,77.28,75.42,78.6,
20100910,76.45,75.33,77.62,
20100909,74.26,75.33,77.87,
20100908,74.81,74.58,77.44,
20100907,73.94,73.74,75.8,
20100906,74.36,74.36,76.2,
20100903,74.36,74.25,75.05,
20100902,75,73.81,74.97,
20100901,74.02,72.89,75.49,
20100831,71.8,72.76,75.69,
20100830,74.53,73.43,75.37,
20100827,75.23,72.08,75.37,
20100826,73.37,71.43,74.47,
20100825,72.07,70.58,71.96,
20100824,71.21,70.62,71.33,
20100823,72.73,71.65,72.68,
20100820,73.49,72.68,73.53,
20100819,74.52,74.03,74.85,
20100818,75.37,73.58,75.26,
20100817,75.75,73.04,76.71,
20100816,75.15,72.5,74.61,
20100813,75.4,73.14,75.12,
20100812,75.94,74.28,76.69,
20100811,77.97,76.22,77.64,
20100810,80.13,77.13,79.63,
20100809,81.83,78.43,81.35,
20100806,79.97,78.43,81.37,
20100805,82.19,78.59,82.36,
20100804,82.45,78.22,83.65,
20100803,82.48,77.22,83.83,
20100802,81.73,76.01,82.42,
20100730,78.53,73.75,78.64,
20100729,78.59,73.4,79.06,
20100728,76.82,73.18,76.95,
20100727,77.63,74.36,76.84,
20100726,78.91,73.68,78.68,
20100723,78.84,74.58,77.28,
20100722,79.04,72.43,78.16,
20100721,76.3,73.66,75.86,
20100720,77.27,73.16,76.48,
20100719,76.71,72.68,76.56,
20100716,75.93,73.41,75.65,
20100715,76.63,73.63,75.87,
20100714,76.79,74.15,77.09,
20100713,77.34,71.69,76.62,
20100712,74.29,72.68,74.21,
20100709,76.12,73.21,75.45,
20100708,75.66,72.08,74.39,
20100707,74.25,69.29,72.98,
20100706,72.27,70.06,72.99,
20100705,71.89,69.88,71.23,
20100702,71.89,70.52,72.24,
20100701,72.52,71.85,72.09,
20100630,75.77,73.14,74.98,
20100629,75.82,73.7,74.19,
20100628,78.14,75.7,77.93,
20100625,78.7,73.9,76.34,
20100624,76.15,73.77,75.28,
20100623,75.66,75.76,75.94,
20100622,77.24,75.76,78.04,
20100621,77.45,77,78.53,
20100618,77.51,76.11,77.22,
20100617,76.45,76.2,77.66,
20100616,77.75,74.89,75.83,
20100615,76.82,73.84,75.1,
20100614,75.01,74.64,75.37,
20100611,73.12,74.03,73.21,
20100610,75.62,72.91,74.25,
20100609,74.03,71.55,73.75,
20100608,71.89,71.78,71.14,
20100607,71.64,70.86,70.99,
20100604,71.29,75.08,71.87,
20100603,74.15,74.45,73.75,
20100602,73.51,71.85,73.67,
20100601,72.61,72.11,73.16,
20100531,74.18,73.32,73.31,
20100528,74.18,70.85,73.31,
20100527,74.54,70.85,73.21,
20100526,70.94,69.19,70,
20100525,65.59,68.28,67.61,
20100524,66.25,70.22,69.48,
20100521,67.42,69.7,70.57,
20100520,68.1,72.22,69.5,
20100519,70.65,72.28,71.29,
20100518,69.24,75.22,74.76,
20100517,70.31,75.89,73.48,
20100514,71.77,79.23,76.27,
20100513,74.28,81.35,79.51,
20100512,75.6,80.97,78.81,
20100511,75.92,79.28,79.25,
20100510,77.1,80.76,78.3,
20100507,73.79,79.24,76.71,
20100506,79.88,81.38,80.07,
20100505,79.77,83.88,82.2,
20100504,82.77,87.4,85.78,
20100503,86.17,86.13,85.78,
20100430,86.15,85.78,85.78,
20100429,85.19,84.6,86.53,
20100428,83.37,83.38,84.45,
20100427,82.27,84.67,85.86,
20100426,83.92,85.4,86.78,
20100423,84.4,83.74,86.51,
20100422,82.91,84.06,84.66,
20100421,83.15,83.46,84.52,
20100420,82.98,83.16,84.72,
20100419,81.66,82.47,83.19,
20100416,83.14,84.86,85,
20100415,85.42,84.41,86.05,
20100414,86,83.48,85.68,
20100413,84.01,82.98,83.37,
20100412,84.4,83.57,84.62,
20100409,84.13,83.7,83.51,
20100408,87.14,83.55,83.48,
20100407,85.55,83.63,84.89,
20100406,86.84,83.2,85.78,
20100405,86.64,82.3,82.83,
20100401,85.19,80.14,82.83,
20100331,83.43,78.71,80.3,
20100330,82.45,78.56,79.68,
20100329,82.35,77.35,80.15,
