日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶),備註
20191002,52.62,56.75,58.04,
20191001,53.55,58.21,60.09,
20190930,54.04,59.55,61.34,
20190927,55.9,61,62.06,
20190926,56.22,62.01,63.35,
20190925,56.32,61.78,62.94,
20190924,57.17,61.71,62.96,
20190923,58.64,63.46,64.74,
20190920,57.87,63.7,64.6,
20190919,58.14,64.58,64.83,
20190918,58.14,62.28,63.88,
20190917,59.21,62.79,64.14,
20190916,63.05,66.52,68.99,
20190913,54.71,58.31,61.18,
20190912,55.08,58.3,61.26,
20190911,55.61,59.06,61.84,
20190910,57.32,61.17,63.91,
20190909,57.83,61.08,64.08,
20190906,56.4,59.78,62.12,
20190905,56.28,58.87,61.5,
20190904,56.17,58.41,60.75,
20190903,53.86,56.46,58.52,
20190902,N/A,57.07,58.94,
20190830,55.02,58.88,61.12,
20190829,56.62,60.12,60.95,
20190828,55.71,59.68,60.32,
20190827,54.94,59.49,59.91,
20190826,53.51,58.09,58.99,
20190823,54.05,58.63,58.99,
20190822,55.28,59.63,59.98,
20190821,55.6,60.27,60.44,
20190820,56.13,59.38,59.65,
20190819,56.19,58.89,60.11,
20190816,54.78,57.71,59.09,
20190815,54.46,57.48,57.62,
20190814,55.11,57.91,58.23,
20190813,57,59.64,59.89,
20190812,54.93,57.57,57.18,
20190809,54.36,57.73,57.37,
20190808,52.55,56.66,56.29,
20190807,51.09,56.71,56.39,
20190806,53.55,57.3,57.64,
20190805,54.58,58.15,58.54,
20190802,55.62,60.37,61.02,
20190801,53.59,59.5,60.14,
20190731,58.48,63.07,63.99,
20190730,58.04,63.97,63.31,
20190729,56.85,63.31,62.82,
20190726,56.03,62.76,62.7,
20190725,55.85,62.76,63.23,
20190724,55.87,62.48,62.95,
20190723,56.55,63.13,63.86,
20190722,55.84,61.99,62.34,
20190719,55.39,61.29,61.27,
20190718,55.05,61.03,61.39,
20190717,56.47,61.95,63.04,
20190716,57.41,62.67,63.63,
20190715,59.27,64.67,66.44,
20190712,59.96,65.1,66.67,
20190711,59.9,65.07,67.38,
20190710,60.25,65.48,67.49,
20190709,57.54,63.36,65.07,
20190708,57.32,62.45,64.25,
20190705,N/A,62.67,64.53,
20190704,N/A,61.54,63.51,
20190703,57.03,61.9,64.19,
20190702,55.97,61.14,62.56,
20190701,58.88,63.09,65.16,
20190628,58.17,63.57,67.28,
20190627,59.15,64.2,66.88,
20190626,59.14,63.91,66.62,
20190625,57.6,63.77,66.69,
20190624,57.68,62.81,65.63,
20190621,57.3,63.29,65.92,
20190620,56.83,63.1,66.23,
20190619,53.69,60.41,63.2,
20190618,53.81,60.08,63.03,
20190617,51.89,58.77,61.88,
20190614,52.42,59.63,63,
20190613,52.33,59.01,62.78,
20190612,51.08,58.03,60.7,
20190611,53.25,59.76,62.86,
20190610,53.28,60.31,63.71,
20190607,53.9,60.86,64.58,
20190606,52.54,59.46,64.08,
20190605,51.52,57.89,62.13,
20190604,53.45,59.45,63.28,
20190603,53.2,59.53,62.99,
20190531,53.44,61.01,66.44,
20190530,56.42,64.67,68.86,
20190529,58.79,67.43,71.61,
20190528,58.86,67.64,70.37,
20190527,N/A,67.6,N/A,
20190524,58.39,66.24,68.85,
20190523,57.62,65.65,68.75,
20190522,61.37,69.47,71.76,
20190521,62.97,70.79,72.85,
20190520,63.07,71.1,72.75,
20190517,62.72,71.17,73.61,
20190516,62.88,71.95,74.4,
20190515,61.98,70.8,72.86,
20190514,61.77,69.59,72.02,
20190513,60.92,68.95,71.45,
20190510,61.6,69.49,71.44,
20190509,61.53,68.47,70.58,
20190508,62.08,68.79,70.74,
20190507,61.36,69.56,71.23,
20190506,62.25,69.95,71.41,
20190503,61.93,70.12,71.41,
20190502,61.7,69.97,70.96,
20190501,63.5,71.23,72.38,
20190430,63.78,70.78,72.73,
20190429,63.36,71.85,71.33,
20190426,63.24,74.45,71.28,
20190425,65.18,73.41,74.1,
20190424,65.93,73.55,73.52,
20190423,66.19,73.55,74.17,
20190422,65.61,73.01,73.22,
20190418,63.97,71.33,70.87,
20190417,63.69,70.86,71,
20190416,63.96,71.31,71.56,
20190415,63.38,70.45,71.2,
20190412,63.81,70.33,71.54,
20190411,63.56,70.06,71.03,
20190410,64.57,70.53,71.76,
20190409,64,70.12,71.15,
20190408,64.32,70.46,71.35,
20190405,63.05,69.85,70.5,
20190404,62.07,69.04,69.58,
20190403,62.41,68.9,69.48,
20190402,62.48,68.93,69.64,
20190401,61.54,68.61,69.39,
20190329,60.14,68.39,68.38,
20190328,59.24,67.3,66.99,
20190327,59.34,67.12,67.1,
20190326,59.82,67.35,67.55,
20190325,58.66,67.19,67.66,
20190322,58.82,66.92,66.91,
20190321,59.93,67.64,68,
20190320,60.07,68.3,68.46,
20190319,59.07,67.6,67.29,
20190318,59.04,67.33,67.07,
20190315,58.46,67.23,66.42,
20190314,58.54,67.34,66.13,
20190313,58.22,67.87,66.4,
20190312,56.84,67.12,65.63,
20190311,56.74,67.15,65.65,
20190308,55.72,66.05,64.46,
20190307,56.55,66.36,65.03,
20190306,56.17,66.12,64.85,
20190305,56.5,66.49,64.14,
20190304,56.55,65.53,64.25,
20190301,55.71,65.12,63.69,
20190228,57.16,66.12,65.33,
20190227,56.87,66.48,65.52,
20190226,55.35,65.56,64.85,
20190225,55.29,64.87,63.89,
20190222,56.98,67.25,66.81,
20190221,56.9,67.18,66.75,
20190220,56.85,67.27,66.98,
20190219,56.07,66.17,66.08,
20190218,N/A,66.29,66.31,
20190215,55.53,66.26,66.03,
20190214,54.35,65.07,64.63,
20190213,53.79,64.05,63.27,
20190212,53.09,63.06,62.87,
20190211,52.38,61.59,61.49,
20190208,52.7,62.15,61.72,
20190207,52.63,61.64,61.28,
20190206,53.89,62.7,62.26,
20190205,53.64,62.18,61.65,
20190204,54.52,62.8,62.67,
20190201,55.24,62.75,62.57,
20190131,53.79,62.1,62.51,
20190130,54.13,61.63,61.55,
20190129,53.02,60.98,61.02,
20190128,51.74,59.68,59.93,
20190125,53.48,61.29,61.69,
20190124,52.84,60.7,61.22,
20190123,52.39,60.41,61.02,
20190122,52.54,60.82,61.3,
20190121,53.56,61.99,62.7,
20190118,53.55,62.01,62.17,
20190117,51.78,60.42,60.24,
20190116,52.03,60.18,60.09,
20190115,51.75,59.63,59.15,
20190114,50.26,58.33,57.75,
20190111,51.39,59.49,59.07,
20190110,52.37,60.14,60.49,
20190109,52.14,60,60.13,
20190108,49.53,57.49,57.54,
20190107,48.22,56.26,56.37,
20190104,47.71,55.57,55.86,
20190103,46.87,54.68,54.26,
20190102,46.26,53.26,52.83,
20181231,N/A,53.01,N/A,
20181228,45.1,51.23,50.56,
20181227,44.43,52.27,51.64,
20181226,45.99,53.09,52.52,
20181225,N/A,49.32,N/A,
20181224,42.25,48.81,50.78,
20181221,45.33,52.08,51.59,
20181220,45.59,53.38,52.79,
20181219,47.91,54.63,54.5,
20181218,46.07,54.42,54.49,
20181217,49.75,57.35,56.93,
20181214,51.21,58.42,58.55,
20181213,52.64,60,60.18,
20181212,50.99,58.6,59.13,
20181211,51.6,58.53,59.44,
20181210,51.02,57.79,59.4,
20181207,52.71,59.4,60.48,
20181206,51.49,58.22,58.12,
20181205,52.59,59.6,60.46,
20181204,53.16,60.14,60.78,
20181203,52.93,60.69,60.98,
20181130,50.73,57.37,57.51,
20181129,51.41,58.86,58.05,
20181128,50.01,58.3,57.42,
20181127,51.26,59.62,59.62,
20181126,51.36,59.19,59.36,
20181123,50.37,58.1,58.03,
20181122,53.97,61.54,60.95,
20181121,54.38,62.48,61.9,
20181120,53.34,61.47,60.55,
20181119,57.11,65.79,65.03,
20181116,56.44,65.33,64.92,
20181115,56.4,65.15,65.18,
20181114,56.11,64.47,64.22,
20181113,55.58,64.16,64.04,
20181112,59.8,67.84,68.14,
20181109,60.14,68.67,69.13,
20181108,60.66,69.45,68.58,
20181107,61.64,70.6,70.65,
20181106,62.11,70.19,70.75,
20181105,62.94,72.13,72.15,
20181102,63.07,71.2,71.22,
20181101,63.62,71.32,71.29,
20181031,65.26,73.87,74.64,
20181030,66.13,74.88,75.79,
20181029,66.95,75.52,77.19,
20181026,67.53,76.14,77.95,
20181025,67.15,74.96,76.9,
20181024,66.46,74.42,76.28,
20181023,66.44,74.63,77.39,
20181022,69.2,78.23,80.6,
20181019,69.11,77.89,80.12,
20181018,68.58,77.29,80.03,
20181017,69.58,78.24,80.2,
20181016,71.88,79.7,81.6,
20181015,71.79,78.62,80.89,
20181012,71.36,78.33,80.39,
20181011,70.92,78.69,80.86,
20181010,73.13,80.41,82.69,
20181009,74.9,82.74,85.17,
20181008,74.22,81.92,84.3,
20181005,74.21,82.3,84.36,
20181004,74.39,82.74,85.19,
20181003,76.35,83.93,86.47,
20181002,75.11,82.43,85.11,
20181001,75.32,82.76,85.39,
20180928,73.11,81.13,82.71,
20180927,72.13,79.74,81.64,
20180926,71.84,79.69,82.06,
20180925,73.02,79.15,81.36,
20180924,72.85,79.15,81.5,
20180921,70.75,76.58,78.83,
20180920,70.72,76.53,79.02,
20180919,71.03,77.3,79.66,
20180918,69.82,76.62,79.31,
20180917,68.81,75.66,77.84,
20180914,68.93,75.83,77.88,
20180913,68.55,76.2,77.87,
20180912,70.32,77.37,79.73,
20180911,69.24,77.47,79.22,
20180910,67.5,75.17,76.84,
20180907,67.68,74.56,75.96,
20180906,67.76,74.48,75.91,
20180905,68.64,74.99,76.51,
20180904,69.77,75.77,77,
20180903,70.2,75.96,77.49,
20180831,69.8,75.74,77.66,
20180830,70.25,75.67,77.77,
20180829,69.51,74.27,77.31,
20180828,68.53,75,75.9,
20180827,68.87,74.29,76.26,
20180824,68.72,74.07,75.6,
20180823,67.83,73.09,74.74,
20180822,67.86,71.17,74.88,
20180821,67.35,70.99,72.74,
20180820,66.43,70.79,72.07,
20180817,65.91,70.22,71.76,
20180816,65.46,69.55,71.31,
20180815,65.01,70.55,70.73,
20180814,67.04,72.81,72.2,
20180813,67.2,72.23,72.79,
20180810,67.63,70.44,72.93,
20180809,66.81,73.25,71.93,
20180808,66.94,73.25,72.21,
20180807,69.17,72.11,74.47,
20180806,69.01,72.11,73.63,
20180803,68.49,71.85,73.33,
20180802,68.96,71.15,73.33,
20180801,67.66,72.3,72.43,
20180731,68.76,73.63,74.04,
20180730,70.13,73.38,75.47,
20180727,68.69,73.38,74.33,
20180726,69.61,73.44,74.31,
20180725,69.3,72.53,74.33,
20180724,68.52,71.58,73.65,
20180723,67.89,71.43,72.9,
20180720,70.46,71.48,72.97,
20180719,69.46,70.39,72.54,
20180718,68.76,69.59,73,
20180717,68.08,70.41,71.63,
20180716,68.06,72.98,71.91,
20180713,71.01,71.53,74.82,
20180712,70.33,72.54,74.39,
20180711,70.38,74.69,74,
20180710,74.11,76.03,78.83,
20180709,73.85,74.73,78.17,
20180706,73.8,74.17,77.1,
20180705,72.94,74.83,77.5,
20180704,74.14,75.03,78.24,
20180703,74.14,74.87,77.84,
20180702,73.94,75.58,77.42,
20180629,74.15,75.83,79.21,
20180628,73.45,75.13,77.46,
20180627,72.76,74.34,77.19,
20180626,70.53,72.98,76.53,
20180625,68.08,72.74,74.79,
20180622,68.58,71.73,75.78,
20180621,65.54,71.22,73.05,
20180620,66.22,72.68,74.19,
20180619,65.07,71.98,74.89,
20180618,65.85,70.92,75.33,
20180615,65.06,74.3,73.04,
20180614,66.89,74.3,75.93,
20180613,66.64,73.38,74.89,
20180612,66.36,74.76,75.45,
20180611,66.1,74.38,76.36,
20180608,65.74,74.79,76.36,
20180607,65.95,73.54,77.29,
20180606,64.73,73.73,75.73,
20180605,65.54,73.58,75.02,
20180604,64.94,74.39,75.41,
20180601,65.81,75.04,76.57,
20180531,67.04,75.43,77.62,
20180530,68.21,73.53,77.71,
20180529,66.73,73.18,75.38,
20180528,67.02,73.18,75.29,
20180525,67.88,75.73,76.13,
20180524,70.71,77.03,78.78,
20180523,71.84,76.58,79.7,
20180522,72.13,77.27,79.37,
20180521,72.48,76.43,79.49,
20180518,71.28,77.03,78.62,
20180517,71.49,76.8,79.48,
20180516,71.49,75.1,79.25,
20180515,71.31,75.35,78.05,
20180514,70.96,73.75,78.39,
20180511,70.7,73.65,77.3,
20180510,71.36,73.68,77.2,
20180509,71.14,69.93,77.02,
20180508,69.06,70.06,75.82,
20180507,70.73,70.18,75.53,
20180504,69.72,70.13,74.85,
20180503,68.43,70.2,73.62,
20180502,67.93,70.08,73.08,
20180501,67.25,70.73,73.43,
20180430,68.57,70.73,74.86,
20180427,68.1,71.15,73.85,
20180426,68.19,71.36,74.1,
20180425,68.05,70.79,73.54,
20180424,67.65,71.67,73.4,
20180423,68.59,70.56,74.58,
20180420,68.38,70.84,73.65,
20180419,68.29,71,73.68,
20180418,68.47,69.2,73.92,
20180417,66.52,68.46,71.87,
20180416,66.22,68.4,71.82,
20180413,67.39,68.91,72.85,
20180412,67.07,68.97,72.23,
20180411,66.82,67.83,72.05,
20180410,65.51,66.74,71.01,
20180409,63.42,64.67,68.51,
20180406,62.06,65.34,66.87,
20180405,63.54,65.21,68.35,
20180404,63.37,63.85,67.98,
20180403,63.51,64.83,67.96,
20180402,63.01,66.5,67.1,
20180330,64.94,66.25,69.2,
20180329,64.94,66.25,69.2,
20180328,64.38,66.45,68.85,
20180327,65.25,67.03,68.91,
20180326,65.55,67.09,69.54,
20180323,65.83,66.09,69.89,
20180322,64.2,66.01,68.47,
20180321,65.12,64.58,69.23,
20180320,63.4,63.47,66.92,
20180319,62.06,62.91,65.51,
20180316,62.34,62.29,65.48,
20180315,61.19,61.75,64.52,
20180314,60.96,61.46,64.51,
20180313,60.71,61.55,64.51,
20180312,61.36,61.52,64.74,
20180309,62.04,60.46,65.33,
20180308,60.12,60.66,63.59,
20180307,61.15,61.5,64.34,
20180306,62.6,61.9,65.37,
20180305,62.57,61.44,65.47,
20180302,61.25,60.25,64.41,
20180301,60.99,61.57,64.02,
20180228,61.64,63.29,64.47,
20180227,63.01,64.13,66.33,
20180226,63.91,63.95,67.29,
20180223,63.48,62.88,67.1,
20180222,62.72,61.85,66.04,
20180221,61.63,61.61,64.94,
20180220,61.9,62.15,64.8,
20180216,61.68,61.91,64.82,
20180215,61.34,61.91,64.3,
20180214,60.6,59.13,64.2,
20180213,59.19,59.11,62.31,
20180212,59.29,60.92,62.51,
20180209,59.2,61.3,62.42,
20180208,61.15,62.21,64.14,
20180207,61.79,63.81,65.36,
20180206,63.39,64.21,67.17,
20180205,64.15,65.19,66.84,
20180202,65.45,66.78,68.03,
20180201,65.8,66.35,69.94,
20180131,64.73,65.75,68.88,
20180130,64.5,66.15,68.02,
20180129,65.56,67.32,69.17,
20180126,66.14,67.41,70.31,
20180125,65.61,67.63,69.86,
20180124,65.71,66.76,70.4,
20180123,64.52,66.56,69.63,
20180122,63.49,65.78,69.14,
20180119,63.37,65.8,68.68,
20180118,63.95,66.31,69.13,
20180117,63.97,66.06,69.4,
20180116,63.73,66.84,69.32,
20180115,64.3,66.29,70.08,
20180112,64.3,66.29,70.08,
20180111,63.8,66.41,69.34,
20180110,63.57,66.31,69.32,
20180109,62.96,65.16,69.42,
20180108,61.73,64.9,68.24,
20180105,61.44,64.79,68.07,
20180104,62.01,65.26,68.36,
20180103,61.63,64.05,68.29,
20180102,60.37,64.12,66.68,
20171229,58.42,62.21,64.7,
20171228,58.42,62.21,64.7,
20171227,58.42,62.21,64.7,
20171226,58.42,62.21,64.7,
20171225,58.42,62.21,64.7,
20171222,58.42,62.21,64.7,
20171221,58.33,61.75,64.5,
20171220,58.02,61.3,64.32,
20171219,57.46,61.04,63.97,
20171218,57.16,61.29,63.56,
20171215,57.3,61.03,63.83,
20171214,57.04,59.99,64.04,
20171213,56.6,61.33,63.29,
20171212,57.14,62.22,64.84,
20171211,57.99,60.96,65.12,
20171208,57.36,60.17,63.66,
20171207,56.69,59.45,62.31,
20171206,55.96,60.28,61.3,
20171205,57.62,59.95,62.6,
20171204,57.47,60.71,62.4,
20171201,58.36,60.57,63.67,
20171130,57.4,60.86,62.78,
20171129,57.3,60.6,62.72,
20171128,57.99,60.74,63.08,
20171127,58.11,61.39,63.47,
20171124,58.85,61.1,63.48,
20171123,57.97,60.79,63.14,
20171122,57.97,60.79,63.14,
20171121,56.72,60.47,62.42,
20171120,56.09,60.24,62,
20171117,56.55,59.27,62.32,
20171116,55.14,59.65,61.07,
20171115,55.33,59.62,61.57,
20171114,55.7,61.27,61,
20171113,56.76,61.58,62.82,
20171110,56.74,62.05,63.49,
20171109,57.17,61.52,63.62,
20171108,56.81,61.7,63.45,
20171107,57.2,61.9,63.63,
20171106,57.35,60.4,64.06,
20171103,55.64,59.07,62.07,
20171102,54.54,58.52,60.7,
20171101,54.3,59.41,60.49,
20171031,54.38,58.79,60.96,
20171030,54.15,58.6,60.56,
20171027,53.9,57.19,60.3,
20171026,52.64,56.28,59.26,
20171025,51.88,56.03,58.23,
20171024,52.29,55.12,58.13,
20171023,51.72,55.54,57.35,
20171020,51.47,54.73,58.17,
20171019,51.29,55.63,57.55,
20171018,52.04,56.29,58.47,
20171017,51.88,56.22,58.17,
20171016,51.87,55.97,57.89,
20171013,51.45,55.53,57.07,
20171012,50.6,55.02,56.29,
20171011,51.3,54.95,56.57,
20171010,50.92,54.16,56.53,
20171009,49.58,53.41,55.65,
20171006,49.29,55.1,55.72,
20171005,50.79,54.62,57.12,
20171004,49.98,53.97,55.79,
20171003,50.42,54.58,55.75,
20171002,50.58,55.12,55.97,
20170929,51.67,55.82,56.53,
20170928,51.56,56.74,57.35,
20170927,52.14,56.44,57.52,
20170926,51.88,56.97,57.94,
20170925,51.92,55.59,58.86,
20170922,50.31,54.98,56.64,
20170921,50.2,54.66,55.98,
20170920,50.41,54.17,55.68,
20170919,49.48,54.21,54.9,
20170918,49.91,54.35,55.08,
20170915,49.89,54.21,55.3,
20170914,49.89,53.77,55.09,
20170913,49.3,53.05,54.9,
20170912,48.23,52.12,54.1,
20170911,48.07,52.25,53.76,
20170908,47.48,53.18,53.58,
20170907,49.09,53.18,54.27,
20170906,49.16,52.4,53.83,
20170905,48.66,51.15,52.9,
20170904,47.29,50.86,52.43,
20170901,47.29,50.86,52.43,
20170831,47.23,49.67,52.47,
20170830,45.96,50.1,50.31,
20170829,46.44,50.23,51.35,
20170828,46.57,50.77,51.32,
20170825,47.62,50.77,51.7,
20170824,47.23,50.85,51.52,
20170823,48.26,49.93,51.83,
20170822,47.64,50.19,51.14,
20170821,47.37,50.94,51.24,
20170818,48.51,49.36,52.47,
20170817,47.09,50.36,50.34,
20170816,46.78,49.75,49.94,
20170815,47.55,49.45,50.52,
20170814,47.59,50.29,50.31,
20170811,48.82,49.9,51.75,
20170810,48.59,51.57,51.43,
20170809,49.56,50.9,52.34,
20170808,49.17,51.23,51.48,
20170807,49.39,50.46,51.83,
20170804,49.58,50.26,51.9,
20170803,49.03,51.1,51.43,
20170802,49.59,50.34,51.84,
20170801,49.16,51.39,51.31,
20170731,50.17,51.09,52.18,
20170728,49.71,50.16,51.68,
20170727,49.04,49.33,50.98,
20170726,48.75,49.07,50.43,
20170725,47.77,47.69,50.31,
20170724,46.19,46.81,48.19,
20170721,45.62,48.15,47.39,
20170720,46.79,48.33,48.74,
20170719,47.12,47.74,49.12,
20170718,46.4,47.33,48.16,
20170717,46.02,47.54,47.76,
20170714,46.54,47.35,48.55,
20170713,46.08,46,47.85,
20170712,45.49,46.85,47.04,
20170711,45.04,45.41,47.52,
20170710,44.4,44.97,46.5,
20170707,44.23,45.7,46.5,
20170706,45.52,47.04,47.56,
20170705,45.13,47.85,47.79,
20170704,47.07,47.59,49.1,
20170703,47.07,47.59,49.1,
20170630,46.04,46.6,48.23,
20170629,44.93,46.35,46.83,
20170628,44.74,45.38,46.99,
20170627,44.24,45.06,45.77,
20170626,43.38,44.15,45.43,
20170623,42.81,44.15,45.14,
20170622,42.54,43.64,44.74,
20170621,42.31,44.39,44.23,
20170620,43.23,45.57,45.18,
20170619,44.2,45.97,46.3,
20170616,44.74,45.83,46.64,
20170615,44.46,45.63,46,
20170614,44.73,46.94,46.23,
20170613,46.46,47.22,47.43,
20170612,46.08,47.09,47.44,
20170609,45.83,45.99,47.45,
20170608,45.64,47.05,47.15,
20170607,45.72,48.39,47.43,
20170606,48.19,47.79,49.18,
20170605,47.4,48.64,48.8,
20170602,47.66,47.86,49.32,
20170601,48.36,49.72,49.75,
20170531,48.32,49.48,50.08,
20170530,49.66,50.36,51.3,
20170526,49.8,50.28,51.75,
20170525,48.65,52.24,50.85,
20170524,51.11,53.06,53.39,
20170523,51.17,52.09,53.67,
20170522,50.73,52.77,53.31,
20170519,50.33,52.04,53.35,
20170518,49.35,50.91,51.93,
20170517,49.07,50.47,51.43,
20170516,48.66,50.9,50.75,
20170515,48.85,50.84,51.28,
20170512,47.84,49.5,50.24,
20170511,47.83,49.69,50.21,
20170510,47.33,48.06,49.68,
20170509,45.88,48.34,48.24,
20170508,46.43,47.89,48.77,
20170505,46.22,47.59,48.91,
20170504,45.52,49.38,47.76,
20170503,47.82,49.85,49.93,
20170502,47.66,50.6,50.38,
20170501,48.84,50.19,50.75,
20170428,49.33,50.19,50.86,
20170427,48.97,49.87,50.81,
20170426,49.62,50.57,51.1,
20170425,49.21,50.31,51.41,
20170424,48.88,51.01,51.12,
20170421,49.27,51.68,51.14,
20170420,50.27,51.68,52,
20170419,50.44,53.15,52.26,
20170418,52.41,53.3,54.07,
20170417,52.65,53.71,54.75,
20170414,53.18,54.17,54.67,
20170413,53.18,54.17,54.67,
20170412,53.11,55.03,54.72,
20170411,53.4,54.29,55.32,
20170410,53.08,53.91,55.13,
20170407,52.24,53.88,54.29,
20170406,51.7,52.62,54.08,
20170405,51.15,52.91,53.2,
20170404,51.03,51.07,53.3,
20170403,50.24,51.72,52.29,
20170331,50.6,51.02,52.78,
20170330,50.35,50.48,52.19,
20170329,49.51,50.14,51.73,
20170328,48.37,49.51,50.65,
20170327,47.73,49.08,50.2,
20170324,47.32,49.21,50.51,
20170323,47,49.28,49.91,
20170322,47.34,48.54,50.14,
20170321,47.34,50.4,50.35,
20170320,48.22,49.54,51.09,
20170317,48.78,50.21,51.21,
20170316,48.75,50.63,51.2,
20170315,48.86,49.87,51.5,
20170314,47.72,50.13,51.04,
20170313,48.4,50.13,50.79,
20170310,48.49,51.2,50.66,
20170309,49.28,51.84,51.79,
20170308,50.28,53.89,52.54,
20170307,53.14,54.41,54.84,
20170306,53.2,53.77,55.17,
20170303,53.33,53.75,55.07,
20170302,52.61,54.54,54.35,
20170301,53.83,55.21,55.65,
20170228,54.01,54.15,55.59,
20170227,54.05,54.77,55.53,
20170224,53.49,54.34,55.57,
20170223,54.1,54.32,56.17,
20170222,53.29,54.08,55.83,
20170221,54.06,54.7,56.12,
20170220,53.4,53.78,55.07,
20170217,53.4,53.78,55.07,
20170216,53.36,53.84,55.07,
20170215,53.11,53.58,55.07,
20170214,53.2,54.33,55.16,
20170213,52.93,54.2,55.08,
20170210,53.86,54.46,56.05,
20170209,53,53.95,55.24,
20170208,52.34,52.87,54.64,
20170207,52.17,53.85,53.97,
20170206,53.01,54.97,55.29,
20170203,53.83,54.79,56.47,
20170202,53.54,54.88,56.29,
20170201,53.88,53.27,56.15,
20170131,52.81,53,54.81,
20170130,52.63,54.23,54.46,
20170127,53.17,54.23,54.86,
20170126,53.78,53.52,55.54,
20170125,52.25,52.98,54.71,
20170124,52.53,53.34,54.69,
20170123,51.95,52.91,54.81,
20170120,52.42,52.15,54.92,
20170119,51.37,51.84,53.59,
20170118,51.08,52.43,53.65,
20170117,52.48,53.9,54.95,
20170116,52.37,53.93,55.15,
20170113,52.37,53.93,55.15,
20170112,53.01,53.34,55.6,
20170111,52.25,52.01,54.66,
20170110,50.82,52.91,52.9,
20170109,51.96,53.94,54.01,
20170106,53.99,55.01,56.3,
20170105,53.76,54.01,56.4,
20170104,53.26,53.58,55.81,
20170103,52.33,55.25,54.98,
20170102,53.72,53.99,55.41,
20161230,53.72,53.99,55.41,
20161229,53.77,53.32,55.44,
20161228,54.06,53.16,55.29,
20161227,52.02,51.45,54.38,
20161226,52.02,51.45,54.38,
20161223,52.02,51.45,54.38,
20161222,51.95,51.14,54.2,
20161221,51.29,52.33,53.81,
20161220,52.23,51.81,54.97,
20161219,52.12,52.08,54.34,
20161216,51.9,50.73,54.54,
20161215,50.9,51.03,53.43,
20161214,51.04,52.35,53.05,
20161213,52.98,53.05,54.43,
20161212,52.83,53.92,54.36,
20161209,51.5,51.29,53.54,
20161208,50.84,50.22,53.02,
20161207,49.77,50.99,51.96,
20161206,50.93,51.88,52.95,
20161205,51.79,51.56,53.42,
20161202,51.68,50.3,53.79,
20161201,51.06,48.82,53.03,
20161130,49.44,45.67,49.93,
20161129,45.23,44.73,45.94,
20161128,47.08,43.76,47.6,
20161125,44.76,45.16,46.58,
20161124,46.66,45.7,48.58,
20161123,46.66,45.7,48.58,
20161122,46.63,46.02,48.39,
20161121,47.49,43.77,48.05,
20161118,45.69,42.47,45.89,
20161117,45.42,43.23,45.15,
20161116,45.57,43.05,45.69,
20161115,45.81,41.63,46.02,
20161114,43.32,41.84,43.73,
20161111,43.41,42.68,43.79,
20161110,44.66,43.28,44.9,
20161109,45.27,42.58,45.18,
20161108,44.98,43.18,44.96,
20161107,44.89,42.83,46.14,
20161104,44.07,42.97,45.57,
20161103,44.66,43.68,46.35,
20161102,45.34,44.01,46.86,
20161101,46.67,45.26,47.85,
20161031,46.86,45.83,46.7,
20161028,48.7,46.68,47.97,
20161027,49.72,46.55,48.6,
20161026,49.18,46.16,48.27,
20161025,49.51,47.81,48.28,
20161024,50.12,48.03,49.63,
20161021,50.55,48.02,50,
20161020,50.43,48.35,49.57,
20161019,51.6,48.76,50.89,
20161018,50.29,48.26,50.33,
20161017,49.94,48.38,49.92,
20161014,50.35,49.93,50.36,
20161013,50.44,49.12,50.37,
20161012,50.18,49.99,50,
20161011,50.79,50.1,51.1,
20161010,51.35,48.93,51.56,
20161007,49.81,49.33,50.35,
20161006,50.44,48.98,51.19,
20161005,49.83,48.96,50.28,
20161004,48.69,47.6,49.92,
20161003,48.81,47.76,49.2,
20160930,48.24,45.37,47.71,
20160929,47.83,45.16,47.85,
20160928,47.05,42.94,47.58,
20160927,44.67,43.05,44.98,
20160926,45.93,43.05,45.67,
20160923,44.33,44.67,44.86,
20160922,46.17,44.03,46.36,
20160921,45.14,43.66,45.95,
20160920,43.44,42.47,45.33,
20160919,43.3,42.98,44.8,
20160916,43.03,42.51,44.94,
20160915,43.91,42.73,45.3,
20160914,43.58,43.46,44.77,
20160913,44.9,43.62,45.92,
20160912,46.29,45.47,47.04,
20160909,45.88,45.47,46.94,
20160908,47.62,44.94,48.87,
20160907,45.5,43.91,47.44,
20160906,44.83,43.47,46.73,
20160905,44.44,42.13,45.89,
20160902,44.44,42.13,45.89,
20160901,43.16,43.38,45.09,
20160831,44.7,44.83,46.18,
20160830,46.35,46.48,47.45,
20160829,46.98,46,48.69,
20160826,47.64,46.04,49.09,
20160825,46.93,46.02,48.98,
20160824,46.47,46.12,48.37,
20160823,47.65,45.45,48.67,
20160822,47.05,46.76,48.25,
20160819,48.52,47.84,50,
20160818,48.22,47.07,50.1,
20160817,46.79,45.98,49.01,
20160816,46.58,45.67,48.23,
20160815,45.74,43.85,47.41,
20160812,44.49,43.02,46.14,
20160811,43.49,40.6,44.74,
20160810,41.71,41.27,42.58,
20160809,42.77,41.45,43.75,
20160808,43.02,41.45,44.06,
20160805,41.8,40.62,43.32,
20160804,41.93,39.43,43.03,
20160803,40.83,38.82,42.36,
20160802,39.51,39.34,40.51,
20160801,40.06,39.51,40.81,
20160729,41.6,38.68,41.01,
